[2023-02-02 14:58:19][error] [8]未定义变量: value[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/model/MarketCoupon.php:136]
[2023-02-02 14:58:21][error] [8]未定义变量: value[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/model/MarketCoupon.php:136]
[2023-02-02 14:58:32][error] [8]未定义变量: value[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/model/MarketCoupon.php:136]
[2023-02-02 15:14:35][error] [10500]method not exist:think\db\Query->hiddem[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/topthink/think-orm/src/db/BaseQuery.php:117]
[2023-02-03 16:26:07][error] [0]Class 'app\market\controller\coupon\BaseUserUpgrade' not found[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/controller/coupon/Grant.php:52]
[2023-02-04 15:43:09][error] [0]Argument 1 passed to trace_file() must be an instance of Exception, instance of Error given, called in /www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/support/command/Queue.php on line 331[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/common.php:380]
[2023-02-04 15:45:12][error] [0]Argument 1 passed to trace_file() must be an instance of Exception, instance of Error given, called in /www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/support/command/Queue.php on line 331[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/common.php:380]
[2023-02-04 15:51:52][error] [0]Argument 1 passed to trace_file() must be an instance of Exception, instance of Error given, called in /www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/support/command/Queue.php on line 331[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/common.php:380]
[2023-02-04 16:22:05][error] [0]syntax error, unexpected ']'[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/data/command/Coupon.php:58]
[2023-03-30 09:45:03][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-30 09:45:09][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-30 09:45:09][error] [8]A non well formed numeric value encountered[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:34]
[2023-03-30 09:45:10][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-30 09:45:20][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-30 09:45:21][error] [8]A non well formed numeric value encountered[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:34]
[2023-03-30 09:45:25][error] [8]A non well formed numeric value encountered[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:34]
[2023-03-30 09:46:17][error] [8]A non well formed numeric value encountered[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:34]
[2023-03-30 09:47:06][error] [0]Return value of app\store\model\Store::getCreateAtAttr() must be of the type string, none returned[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:35]
[2023-03-30 09:57:03][error] [8]未定义变量: uuid[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/Store.php:100]
[2023-03-30 10:07:32][error] [0]Class 'app\data\controller\api\auth\Cache' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:174]
[2023-03-30 10:09:54][error] [0]Class 'app\data\controller\api\auth\StoreModel' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:177]
[2023-03-30 10:28:17][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-30 10:28:36][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-30 10:33:17][error] [8]未定义数组索引: store_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/Store.php:101]
[2023-03-30 10:34:20][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-30 10:46:21][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'id' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-30 10:46:27][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'id' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-30 10:46:27][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'id' in 'order clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-30 19:10:12][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-31 10:01:15][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-31 10:02:23][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-31 16:50:13][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-31 17:38:23][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-03-31 17:38:34][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-31 17:38:53][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-31 17:39:06][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-01 09:38:58][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-01 10:11:02][error] [0]Class 'app\data\controller\api\auth\StoreService' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:142]
[2023-04-01 10:11:35][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:143]
[2023-04-01 10:11:59][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:143]
[2023-04-01 10:19:46][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:143]
[2023-04-01 10:36:23][error] [8]未定义变量: storeId[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:142]
[2023-04-01 18:23:15][error] [0]Class 'app\data\controller\api\auth\StoreService' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/User.php:142]
[2023-04-01 18:23:55][error] [0]Class 'app\store\service\StoreModel' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/StoreService.php:20]
[2023-04-01 18:24:32][error] [0]Class 'app\store\service\StoreModel' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/StoreService.php:20]
[2023-04-02 14:46:55][error] [2]Creating default object from empty value[/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/BrowseHistory.php:35]
[2023-04-02 15:29:16][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-02 15:29:20][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-02 15:29:32][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-02 15:38:41][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-02 15:53:38][error] [8]未定义变量: return_date[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Order.php:299]
[2023-04-04 16:46:01][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-04 16:48:16][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-04 16:48:19][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-04 16:56:26][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-04 16:56:29][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-04 16:56:40][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-04 16:58:39][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-04 16:58:45][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-04 16:58:47][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-04 17:37:23][error] [2]Creating default object from empty value[/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/BrowseHistory.php:35]
[2023-04-04 17:50:47][error] [0]Class 'app\store\controller\ShopOrder' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Store.php:30]
[2023-04-04 17:52:03][error] [0]Class 'app\store\controller\StoreOrder' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Store.php:30]
[2023-04-04 17:53:01][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'payment_status' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-04-04 17:54:28][error] [0]Class 'app\store\controller\BrowseHistory' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Store.php:32]
[2023-04-04 17:54:47][error] [2]Creating default object from empty value[/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/BrowseHistory.php:35]
[2023-04-04 17:55:14][error] [0]Call to a member function save() on array[/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/BrowseHistory.php:36]
[2023-04-06 10:17:18][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 10:17:23][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 10:26:21][error] [0]Class 'app\store\service\Service' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/Commission.php:8]
[2023-04-06 10:27:20][error] [0]Class 'app\store\service\Model' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/Commission.php:8]
[2023-04-06 10:27:32][error] [0]Class 'app\store\Model\Commission' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/Commission.php:14]
[2023-04-06 10:27:43][error] [0]Class 'app\store\service\CommissionModel' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/Commission.php:14]
[2023-04-06 10:28:15][error] [0]Class 'app\store\Model\Commission' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/Commission.php:14]
[2023-04-06 10:29:20][error] [0]Class 'app\store\Model\Commission' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/Commission.php:14]
[2023-04-06 11:22:19][error] [0]Too few arguments to function think\db\BaseQuery::where(), 0 passed and at least 1 expected[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/concern/WhereQuery.php:29]
[2023-04-06 11:22:43][error] [0]Too few arguments to function think\db\BaseQuery::where(), 0 passed and at least 1 expected[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/concern/WhereQuery.php:29]
[2023-04-06 11:52:54][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 11:52:56][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 11:55:08][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 12:02:13][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 12:02:17][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 12:02:21][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-06 12:02:42][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 12:02:51][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 12:03:08][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 13:52:13][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-06 13:52:17][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 13:52:25][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 16:12:25][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Refund.php:70]
[2023-04-06 17:18:41][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-06 17:22:00][error] [0]语法错误: unexpected '}'[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:259]
[2023-04-06 17:22:00][error] [0]语法错误: unexpected '}'[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:259]
[2023-04-06 17:22:59][error] [0]语法错误: unexpected '}'[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:259]
[2023-04-06 17:22:59][error] [0]语法错误: unexpected '}'[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:259]
[2023-04-06 17:26:21][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 17:36:34][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:232]
[2023-04-06 17:40:04][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:232]
[2023-04-06 17:41:25][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:233]
[2023-04-06 17:45:20][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-06 18:32:52][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-06 18:33:00][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-06 18:33:07][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-06 18:33:51][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 21:44:47][error] [8]Undefined property: app\store\controller\Order::$order_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:252]
[2023-04-06 21:47:58][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 21:52:52][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 21:52:56][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-06 22:16:30][error] [10500]method not exist:think\db\Query->orderStatus[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/BaseQuery.php:117]
[2023-04-06 22:26:14][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/UserService.php:15]
[2023-04-06 22:29:27][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:20]
[2023-04-07 12:25:15][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-07 12:29:21][error] [10500]not support data:base_sex:1,2[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/builder/Mysql.php:341]
[2023-04-07 12:39:53][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-07 12:39:59][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-07 12:40:05][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-07 16:29:38][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-07 16:29:42][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-07 16:29:48][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-07 16:37:56][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:20]
[2023-04-07 17:34:05][error] [8]Undefined property: app\store\controller\Order::$order_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:135]
[2023-04-07 18:03:38][error] [2]Use of undefined constant id - assumed 'id' (this will throw an Error in a future version of PHP)[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/sys.php:23]
[2023-04-07 18:10:26][error] [2]Use of undefined constant id - assumed 'id' (this will throw an Error in a future version of PHP)[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/sys.php:23]
[2023-04-07 18:11:18][error] [8]未定义变量: orderid[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/OrderService.php:29]
[2023-04-07 18:13:32][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:262]
[2023-04-07 18:15:07][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:262]
[2023-04-07 18:15:47][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:262]
[2023-04-07 18:20:55][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:262]
[2023-04-07 18:31:19][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:262]
[2023-04-07 20:25:13][error] [0]中间件方法必须返回Response对象实例[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/Middleware.php:145]
[2023-04-07 20:32:04][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-07 20:32:13][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-08 11:09:18][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-08 11:09:58][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-08 11:10:01][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-08 11:10:03][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-08 11:10:10][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-09 10:30:43][error] [0]语法错误: unexpected '}', expecting end of file[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/OrderService.php:132]
[2023-04-09 10:30:58][error] [0]Using $this when not in object context[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/OrderService.php:111]
[2023-04-09 10:39:24][error] [8]未定义变量: arr2[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/OrderService.php:108]
[2023-04-09 10:39:37][error] [8]未定义变量: arr2[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/OrderService.php:108]
[2023-04-09 11:27:22][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-09 11:27:28][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-09 11:28:12][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-09 11:28:13][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-09 11:38:16][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-09 15:14:29][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Order.php:43]
[2023-04-09 15:14:41][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Order.php:43]
[2023-04-09 15:14:53][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Order.php:43]
[2023-04-09 15:28:49][error] [8]未定义数组下标: 0[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:269]
[2023-04-10 10:03:48][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-10 10:04:16][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-10 10:05:10][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-04-11 10:30:26][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-04-11 11:17:02][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-11 11:17:04][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-11 11:38:57][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCoupon.php:57]
[2023-04-11 11:39:20][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCoupon.php:70]
[2023-04-11 11:39:48][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCoupon.php:57]
[2023-04-11 11:40:21][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCoupon.php:57]
[2023-04-11 11:41:02][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:58]
[2023-04-11 11:41:14][error] [2]array_merge(): Expected parameter 2 to be an array, object given[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:63]
[2023-04-11 11:41:31][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column '' in 'field list'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-04-11 11:42:10][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column '' in 'field list'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-04-11 11:43:23][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:39]
[2023-04-11 11:43:36][error] [2]array_merge(): Expected parameter 1 to be an array, object given[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:63]
[2023-04-11 11:44:16][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:39]
[2023-04-11 11:44:53][error] [0]语法错误: unexpected '->' (T_OBJECT_OPERATOR)[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:40]
[2023-04-11 11:45:12][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:40]
[2023-04-11 11:45:59][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:40]
[2023-04-11 11:48:12][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:40]
[2023-04-11 15:59:28][error] [8]未定义变量: goodIds[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/service/CouponService.php:36]
[2023-04-11 16:06:55][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column '261' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-04-11 16:11:41][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column '261' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-04-11 16:15:36][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column '261' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-04-11 18:15:35][error] [2]json_decode() expects parameter 1 to be string, array given[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:30]
[2023-04-11 18:17:08][error] [2]json_decode() expects parameter 1 to be string, array given[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:30]
[2023-04-11 19:49:05][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/api/auth/Coupon.php:84]
[2023-04-12 17:44:39][error] [0]Class 'app\store\controller\api\auth\MarketCoupon' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Order.php:88]
[2023-04-12 22:03:08][error] [0]Unsupported operand types[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/OrderService.php:73]
[2023-04-12 22:04:11][error] [8]未定义数组索引: fee[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/OrderService.php:73]
